Appliances,Random Forest,Random Forest (error),Linear Regression,Linear Regression (error),Tree,Tree (error),kNN,kNN (error),lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,RH_out,Visibility,Tdewpoint,rv1,rv2,Press_mm_hg,Windspeed
80,96.3929,16.3929,91.3806,11.3806,105,25,186,106,0,22.1,35.53,19.73,37.29,20.8567,36.2233,20.7,34.5,18.4267,45.6933,5.73,36.3933,22.39,29.6333,24.5,32.9667,19.5,38.06,6.06667,73.3333,23,1.56667,17.4612,17.4612,768.767,3.66667
90,102.8,12.8,109.259,19.2591,90,0,110,20,10,22.0667,35.3633,19.6667,37.29,20.79,36.09,20.6333,34.4333,18.9667,64.8333,5.46333,37.8,22.26,29.43,24.39,32.8333,19.5,38.03,5.93333,74.1667,22.5,1.58333,25.1866,25.1866,768.783,3.83333
100,101.75,1.75,89.5122,-10.4878,105,5,88,-12,0,22,35.29,19.6,37.29,20.79,36,20.6,34.4333,19.4,74.3567,5.2,38.9333,22.2,29.4967,24.39,32.6267,19.5,38.03,5.8,75,22,1.6,47.7251,47.7251,768.8,4
120,141.543,21.5429,130.06,10.0599,120,0,108,-12,20,22,35.3267,19.5,37.4333,20.79,36.06,20.6,34.5,19.1333,68.9567,4.86667,39.66,22.2,29.96,24.39,32.3633,19.4633,37.9667,5.68333,75.1667,22.1667,1.53333,20.4563,20.4563,768.85,4
130,113.545,-16.4548,95.1945,-34.8055,142.5,12.5,124,-6,0,21.9267,35.4667,19.4267,37.36,20.79,36.09,20.5667,34.4333,19.1,59.26,4.69,42.94,22.2,30.5,24.3233,32.23,19.39,37.8267,5.56667,75.3333,22.3333,1.46667,5.14146,5.14146,768.9,4
120,127.824,7.82381,116.227,-3.77271,120,0,100,-20,10,21.89,35.4667,19.39,37.3267,20.79,36.23,20.5,34.36,19.0333,58.0667,4.56,44.1633,22.1,30.7,24.26,32.26,19.39,37.7,5.45,75.5,22.5,1.4,1.74248,1.74248,768.95,4
120,115.631,-4.36905,93.0266,-26.9734,120,0,84,-36,0,21.89,35.4,19.3233,37.4667,20.73,36.29,20.4267,34.09,18.9633,59.1,4.43333,45.09,22.1,30.6333,24.2,32.2,19.39,37.6267,5.33333,75.6667,22.6667,1.33333,22.068,22.068,769,4
110,112.398,2.39762,91.3592,-18.6408,110,0,84,-26,0,21.79,35.26,19.29,37.5,20.7,36.4,20.4267,33.9633,18.8233,58.7667,4.43333,46.7933,21.9633,30.5,24.2,32.06,19.4633,37.6333,5.21667,75.8333,22.8333,1.26667,25.7705,25.7705,769.05,4
100,91.919,-8.08095,94.9904,-5.0096,90,-10,100,0,0,21.79,35.2,19.2,37.5,20.7,36.4,20.39,33.9,18.79,57.9967,4.43333,47.5333,21.9633,30.5,24.1333,32,19.39,37.5,5.1,76,23,1.2,2.4301,2.4301,769.1,4
70,77.6333,7.63333,93.236,23.236,80,10,58,-12,0,21.76,35.2,19.1333,37.5,20.6667,36.4667,20.3233,33.8267,19.02,64.745,4.19,48.3333,21.89,30.5,24.0667,32.03,19.39,37.4,5.05,76.3333,22.8333,1.2,39.1022,39.1022,769.083,4
80,78.1167,-1.88333,94.4486,14.4486,90,10,156,76,0,21.7,35.2,19.0667,37.5,20.6,36.4667,20.29,33.76,20.1567,84.9233,4.19,49.3933,21.89,30.4267,24,32.4967,19.39,37.3267,5,76.6667,22.6667,1.2,18.4519,18.4519,769.067,4
90,132.389,42.3889,89.6444,-0.355602,80,-10,94,4,0,21.7,35.23,19,37.56,20.6,36.5,20.29,33.7,19.6933,83.5933,4.15667,49.9233,21.79,30.29,24,33.4567,19.39,37.26,4.95,77,22.5,1.2,49.3567,49.3567,769.05,4
80,84.6722,4.67222,85.8422,5.8422,80,0,86,6,0,21.7,35.29,19,37.59,20.6,36.56,20.29,33.7,19.2333,78.6667,4.03,50.13,21.79,30.29,23.9267,34.0633,19.39,37.2,4.9,77.3333,22.3333,1.2,45.2718,45.2718,769.033,4
70,78.2611,8.26111,79.2172,9.21724,70,0,60,-10,0,21.6,35.2,18.9267,37.6633,20.6,36.59,20.2,33.56,19.2,67.59,3.9,51.2567,21.79,30.2,23.8567,34.83,19.39,37.23,4.85,77.6667,22.1667,1.2,46.3448,46.3448,769.017,4
60,129.243,69.2429,96.1298,36.1298,55,-5,84,24,10,21.6,35.2,18.8567,37.79,20.6,36.59,20.2,33.5,19.2,60.858,3.96667,52.13,21.7225,30.2225,23.79,35.4233,19.39,37.29,4.8,78,22,1.2,20.1082,20.1082,769,4
50,49.881,-0.119048,75.8755,25.8755,40,-10,58,8,0,21.6,35.3267,18.79,37.93,20.6,36.59,20.1667,33.5,19.1333,58.9667,3.975,52.025,21.6333,30.29,23.7675,35.5425,19.39,37.4,4.68333,78.3333,21.8333,1.16667,44.1249,44.1249,769.05,4
30,47.881,17.881,72.8644,42.8644,40,10,54,24,0,21.55,35.4,18.76,38.03,20.5333,36.59,20.1667,33.5,19.1,57.1333,3.82667,52.1667,21.6,30.6633,23.7,35.5267,19.39,37.4667,4.56667,78.6667,21.6667,1.13333,40.4081,40.4081,769.1,4
40,42.4921,2.49206,67.72,27.72,40,0,74,34,0,21.5333,35.3267,18.7,38.1633,20.4633,36.6633,20.1,33.4333,19.1,55.8,3.66333,52.7667,21.6,30.79,23.7,35.9333,19.39,37.6267,4.45,79,21.5,1.1,25.1739,25.1739,769.15,4
70,55,-15,65.5893,-4.41071,70,0,54,-16,0,21.5,35.26,18.6667,38.1633,20.39,36.59,20.1,33.4333,19.1,54.79,3.66333,54.1,21.6,30.79,23.6333,36,19.315,37.7,4.33333,79.3333,21.3333,1.06667,41.294,41.294,769.2,4
50,72.3762,22.3762,87.5419,37.5419,55,5,136,86,10,21.5,35.26,18.6,38.1633,20.39,36.6267,20.1,33.4333,19,54.034,3.59,54.225,21.6,30.93,23.6,36.16,19.29,37.7,4.21667,79.6667,21.1667,1.03333,5.86865,5.86865,769.25,4
50,47.75,-2.25,62.9126,12.9126,50,0,48,-2,0,21.39,35.3267,18.5667,38.29,20.39,36.7,20.0333,33.5,19,53.8633,3.59,54.9,21.6,31.3233,23.6,36.83,19.3567,37.8267,4.1,80,21,1,34.3472,34.3472,769.3,4
50,47.9167,-2.08333,62.4509,12.4509,50,0,284,234,0,21.39,35.3267,18.5,38.3633,20.39,36.79,20,33.6267,18.89,53.3333,3.345,55.645,21.6667,31.5967,23.6,37.2967,19.29,37.9667,3.9,81,28.1667,0.966667,26.2648,26.2648,769.283,3.83333
40,45.5278,5.52778,60.474,20.474,45,5,110,70,0,21.3567,35.3633,18.4633,38.3633,20.39,36.79,20,33.76,18.89,53.2,3.26,56.26,21.6333,31.8,23.5,38.03,19.29,38.09,3.7,82,35.3333,0.933333,17.4618,17.4618,769.267,3.66667
50,48.6667,-1.33333,61.0151,11.0151,45,-5,64,14,0,21.29,35.3633,18.39,38.29,20.39,36.79,20,33.8267,18.89,53.2667,3.12667,56.5333,21.6333,32.06,23.5,38.5633,19.29,38.1633,3.5,83,42.5,0.9,7.38777,7.38777,769.25,3.5
50,49.1667,-0.833333,59.8818,9.88177,50,0,48,-2,0,21.29,35.29,18.3567,38.3267,20.39,36.9,19.9267,33.9667,18.8233,53.2667,3.09,58.3,21.6667,32.29,23.4633,38.79,19.29,38.23,3.3,84,49.6667,0.866667,32.7256,32.7256,769.233,3.33333
50,69.4667,19.4667,60.3372,10.3372,50,0,44,-6,0,21.23,35.3633,18.29,38.4,20.3233,36.9,19.89,34,18.79,53.06,3.03,58.8333,21.6667,32.49,23.39,38.79,19.29,38.29,3.1,85,56.8333,0.833333,24.9369,24.9369,769.217,3.16667
50,50.6667,0.666667,58.0881,8.0881,50,0,42,-8,0,21.23,35.5,18.245,38.7,20.29,36.9,19.89,34.06,18.79,53,2.86333,58.4,21.6667,32.7,23.39,38.6567,19.29,38.4,2.9,86,64,0.8,42.2856,42.2856,769.2,3
50,51.6667,1.66667,54.5344,4.5344,50,0,42,-8,0,21.23,35.4333,18.2,38.8267,20.29,36.9,19.89,34.09,18.79,52.9667,2.69,58.85,21.6,32.76,23.39,38.845,19.29,38.4667,2.7,86.5,63.8333,0.666667,32.8905,32.8905,769.183,2.66667
30,38.0952,8.09524,53.8741,23.8741,30,0,48,18,0,21.2,35.4,18.1333,38.9667,20.39,36.9,19.89,34.1633,18.7675,52.795,2.5425,59.595,21.6,32.9,23.315,39.07,19.29,38.53,2.5,87,63.6667,0.533333,19.4828,19.4828,769.167,2.33333
20,31.0238,11.0238,50.3442,30.3442,25,5,44,24,0,21.1333,35.4667,18.1,39,20.3233,36.9,19.89,34.2,18.7,52.6267,2.36333,60.83,21.6,32.9,23.31,39.34,19.29,38.59,2.3,87.5,63.5,0.4,42.7556,42.7556,769.15,2
30,34.1905,4.19048,47.917,17.917,25,-5,42,12,0,21.1,35.4,18.0333,39,20.29,36.9,19.865,34.2,18.7,52.3633,2.22556,61.1811,21.6,33.09,23.315,39.65,19.29,38.6267,2.1,88,63.3333,0.266667,29.5137,29.5137,769.133,1.66667
40,38.1667,-1.83333,46.5029,6.50293,40,0,42,2,0,21.1,35.4,17.9633,39.03,20.29,36.8267,19.79,34.2,18.7,52.23,2.05,61.2289,21.6,33.1633,23.2424,39.7212,19.29,38.7,1.9,88.5,63.1667,0.133333,30.2996,30.2996,769.117,1.33333
50,46.8333,-3.16667,47.0245,-2.97551,50,0,38,-12,0,21.0667,35.3633,17.89,39.09,20.29,36.9,19.79,34.2,18.7,52.0267,1.905,62.2644,21.6,33.3267,23.2,39.6764,19.29,38.73,1.7,89,63,0,2.82676,2.82676,769.1,1
50,46.3417,-3.65833,41.9969,-8.00312,50,0,48,-2,0,21,35.29,17.8567,39.1633,20.23,36.8267,19.79,34.2,18.7,51.8267,1.72444,62.4228,21.6,33.4,23.2,39.545,19.29,38.79,1.71667,88.8333,63,0,36.9326,36.9326,769.05,1.33333
50,50.5,0.5,44.8089,-5.19113,50,0,40,-10,0,21,35.29,17.79,39.09,20.29,36.9,19.79,34.2,18.6,51.6633,1.52778,62.9861,21.55,33.5,23.1389,39.5811,19.29,38.8267,1.73333,88.6667,63,0,27.4625,27.4625,769,1.66667
60,52,-8,45.2262,-14.7738,60,0,48,-12,0,20.9267,35.3633,17.76,39.09,20.29,36.9,19.79,34.2,18.6,51.4633,1.34222,63.3961,21.6,33.59,23.1,39.6843,19.29,38.9,1.75,88.5,63,0,20.0089,20.0089,768.95,2
40,41.8333,1.83333,43.5466,3.54656,40,0,44,4,0,20.89,35.4,17.76,39.1633,20.29,36.9,19.76,34.2,18.6,51.29,1.19857,63.8179,21.6,33.6633,23.0688,39.7475,19.29,39.03,1.76667,88.3333,63,0,25.6222,25.6222,768.9,2.33333
40,41.3333,1.33333,40.2744,0.274352,35,-5,36,-4,0,20.8567,35.3633,17.7,39.2,20.29,36.9,19.7,34.2,18.6,51.23,1.03889,64,21.5667,33.7,23.0437,40.2512,19.29,39.09,1.78333,88.1667,63,0,31.873,31.873,768.85,2.66667
50,49.0667,-0.933333,37.142,-12.858,50,0,46,-4,0,20.79,35.29,17.6333,39.2,20.29,36.9,19.7,34.26,18.5,51,0.9,64.0645,21.5,33.8333,23.0278,40.6122,19.29,39.09,1.8,88,63,0,47.6571,47.6571,768.8,3
50,48.25,-1.75,39.4705,-10.5295,50,0,38,-12,0,20.79,35.4,17.6,39.23,20.29,36.9,19.7,34.26,18.5667,50.9333,0.727273,64.4391,21.5,34,23.0333,40.73,19.29,39.09,1.66667,88.1667,63,-0.116667,4.86872,4.86872,768.783,3
60,47,-13,37.3976,-22.6024,56.6667,-3.33333,52,-8,0,20.79,35.4,17.6,39.29,20.29,37,19.7,34.2,18.5,50.8633,0.6,65.1533,21.5,34,23.0056,40.8717,19.29,39.09,1.53333,88.3333,63,-0.233333,23.2855,23.2855,768.767,3
40,45.869,5.86905,39.268,-0.732001,30,-10,38,-2,0,20.7,35.4,17.5,39.29,20.29,36.9333,19.7,34.2,18.5,50.73,0.488889,65.0467,21.5,34,23,40.9167,19.29,39.09,1.4,88.5,63,-0.35,2.21835,2.21835,768.75,3
50,48.5857,-1.41429,38.2768,-11.7232,50,0,42,-8,0,20.7,35.4,17.4267,39.29,20.29,37,19.7,34.2,18.5,50.6633,0.344444,65.3878,21.5,34.06,23,41.0239,19.29,39.09,1.26667,88.6667,63,-0.466667,42.6227,42.6227,768.733,3
30,32.6,2.6,41.5469,11.5469,30,0,38,8,0,20.7,35.4,17.39,39.4333,20.39,36.9667,19.6333,34.1267,18.5,50.53,0.372222,66.3228,21.5,34.2,22.9817,41.09,19.29,39.2,1.13333,88.8333,63,-0.583333,2.59764,2.59764,768.717,3
20,26.6,6.6,39.04,19.04,30,10,42,22,0,20.7,35.4,17.39,39.5,20.39,36.9667,19.6,34.09,18.5,50.4667,0.3,66.6306,21.5,34.2,22.9022,41.09,19.29,39.2,1,89,63,-0.7,32.5175,32.5175,768.7,3
30,32.9,2.9,38.4389,8.43891,30,0,40,10,0,20.6667,35.26,17.34,39.5,20.39,36.9,19.6,34.09,18.5,50.3267,0.272222,66.965,21.39,34.2,22.89,41.09,19.29,39.29,0.883333,89,63,-0.8,14.194,14.194,768.65,3
40,40.8,0.8,35.2566,-4.74336,40,0,48,8,0,20.6,35.2,17.29,39.59,20.39,36.9667,19.6,34.09,18.4633,50.26,0.177778,66.8428,21.4633,34.2,22.89,41.3239,19.29,39.29,0.766667,89,63,-0.9,45.9101,45.9101,768.6,3
50,45.3333,-4.66667,33.5734,-16.4266,50,0,42,-8,0,20.6,35.2,17.29,39.6633,20.39,37,19.6,34.09,18.39,50.1175,-0.0166667,66.1811,21.39,34.06,22.8789,41.3878,19.29,39.4,0.65,89,63,-1,34.9222,34.9222,768.55,3
50,47.8,-2.2,34.4074,-15.5926,50,0,42,-8,0,20.6,35.2,17.2,39.7,20.39,37,19.5333,34,18.4633,50.09,-0.177778,66.0672,21.39,34,22.7956,41.3022,19.29,39.4,0.533333,89,63,-1.1,30.6033,30.6033,768.5,3
50,51,1,33.6891,-16.3109,50,0,50,0,0,20.5,35.2,17.2,39.7,20.39,37,19.525,34,18.39,49.9667,-0.261111,66.6267,21.39,34.06,22.79,41.3878,19.29,39.5,0.416667,89,63,-1.2,40.5424,40.5424,768.45,3
60,56.3833,-3.61667,36.4839,-23.5161,52.5,-7.5,42,-18,0,20.5,35.2,17.1333,39.73,20.39,37,19.5,34,18.39,49.9,-0.255556,66.9339,21.3233,34.06,22.79,41.4,19.29,39.5,0.3,89,63,-1.3,9.04452,9.04452,768.4,3
50,50.5,0.5,34.7671,-15.2329,52.5,2.5,48,-2,0,20.5,35.2,17.1333,39.79,20.39,37,19.5,34,18.39,49.8633,-0.211111,67.1822,21.3233,34.06,22.79,41.4,19.29,39.59,0.233333,89.3333,62.8333,-1.31667,43.3985,43.3985,768.4,3
50,52.5,2.5,36.5789,-13.4211,52.5,2.5,42,-8,0,20.5,35.2,17.0667,39.76,20.39,37,19.5,34,18.3233,49.79,-0.322222,66.805,21.3233,34.06,22.79,41.4556,19.29,39.59,0.166667,89.6667,62.6667,-1.33333,15.0555,15.0555,768.4,3
50,47.3,-2.7,35.805,-14.195,52.5,2.5,50,0,0,20.4633,35.1633,17,39.76,20.39,37,19.5,33.9,18.39,49.7,-0.338889,67.1278,21.29,34.09,22.725,41.4333,19.29,39.7,0.1,90,62.5,-1.35,38.7507,38.7507,768.4,3
40,41.7167,1.71667,35.7818,-4.2182,43.3333,3.33333,40,0,0,20.39,35.09,17,39.8267,20.39,37,19.4267,33.8267,18.39,49.6267,-0.305556,67.29,21.29,34.23,22.7,41.3144,19.29,39.7,0.0333333,90.3333,62.3333,-1.36667,13.5005,13.5005,768.4,3
50,44.4643,-5.53571,36.2873,-13.7127,43.3333,-6.66667,50,0,0,20.39,35.09,17,39.8267,20.4633,37.09,19.5,33.9,18.29,49.59,-0.416667,66.9611,21.29,34.29,22.7,41.4156,19.29,39.73,-0.0333333,90.6667,62.1667,-1.38333,20.0006,20.0006,768.4,3
50,44.75,-5.25,33.9762,-16.0238,52.5,2.5,40,-10,0,20.39,35.09,16.89,39.9,20.39,37.09,19.5,33.9,18.29,49.59,-0.483333,67.1111,21.29,34.23,22.7,41.4389,19.29,39.79,-0.1,91,62,-1.4,47.0189,47.0189,768.4,3
40,47.131,7.13095,35.2923,-4.70775,43.3333,3.33333,40,0,0,20.3233,35.09,16.89,39.9,20.39,37.09,19.39,33.76,18.29,49.5,-0.411111,67.5661,21.29,34.29,22.7,41.4,19.29,39.79,-0.0833333,90.8333,61.8333,-1.4,49.8383,49.8383,768.4,3.16667
30,30.9667,0.966667,36.5553,6.55533,30,0,46,16,0,20.29,35.09,16.89,39.9,20.39,37.09,19.39,33.7,18.29,49.5,-0.466667,67.5561,21.26,34.26,22.6167,41.2933,19.29,39.8267,-0.0666667,90.6667,61.6667,-1.4,11.6455,11.6455,768.4,3.33333
30,30.8333,0.833333,38.6395,8.63947,30,0,38,8,0,20.29,35.03,16.8233,39.8267,20.39,37.09,19.39,33.7,18.29,49.4,-0.461111,67.8189,21.2,34.26,22.6,41.1694,19.29,39.9,-0.05,90.5,61.5,-1.4,7.09506,7.09506,768.4,3.5
20,27.2167,7.21667,39.5468,19.5468,20,0,34,14,0,20.29,35.03,16.79,39.9,20.39,37.09,19.39,33.7,18.29,49.4,-0.416667,68.125,21.26,34.26,22.6,41.09,19.29,39.9,-0.0333333,90.3333,61.3333,-1.4,3.31485,3.31485,768.4,3.66667
50,44.5833,-5.41667,38.1218,-11.8782,46.6667,-3.33333,58,8,0,20.23,35.03,16.79,39.9,20.39,37.09,19.29,33.7,18.29,49.29,-0.419048,68.0195,21.2,34.1267,22.55,41.145,19.29,39.9667,-0.0166667,90.1667,61.1667,-1.4,36.6422,36.6422,768.4,3.83333
50,45.8333,-4.16667,38.5518,-11.4482,45,-5,42,-8,0,20.2,35,16.73,39.9,20.39,37.09,19.29,33.7,18.29,49.23,-0.488889,67.8311,21.2,34.06,22.5222,41.29,19.29,40,0,90,61,-1.4,14.2715,14.2715,768.4,4
40,44.5,4.5,35.8251,-4.17487,46.6667,6.66667,58,18,0,20.2,35,16.7225,39.925,20.39,37.1633,19.29,33.7,18.29,49.1633,-0.614286,67.8319,21.2,34,22.5,41.5756,19.29,40,-0.0333333,90.1667,60.8333,-1.41667,35.9744,35.9744,768.433,4.16667
50,63.3238,13.3238,35.3004,-14.6996,46.6667,-3.33333,34,-16,0,20.2,35,16.7,40,20.39,37.2,19.29,33.7,18.23,49.09,-0.727778,67.7733,21.2,34.03,22.5,41.775,19.29,40.09,-0.0666667,90.3333,60.6667,-1.43333,0.883473,0.883473,768.467,4.33333
50,48.8238,-1.17619,33.387,-16.613,52.5,2.5,44,-6,0,20.2,35,16.7,40.06,20.39,37.2,19.29,33.7,18.26,49.06,-0.827778,67.8189,21.2,34.1633,22.5,41.8206,19.29,40.09,-0.1,90.5,60.5,-1.45,8.66029,8.66029,768.5,4.5
50,49.8571,-0.142857,34.7539,-15.2461,52.5,2.5,58,8,0,20.1667,35,16.6333,40,20.39,37.2,19.29,33.7,18.2,48.925,-0.9,67.7561,21.1,34.23,22.4939,41.8156,19.23,40.0667,-0.133333,90.6667,60.3333,-1.46667,35.1099,35.1099,768.533,4.66667
60,51.5714,-8.42857,34.0292,-25.9708,52.5,-7.5,58,-2,0,20.1,35,16.6,40.03,20.39,37.2,19.245,33.645,18.2,48.9,-0.933333,68.1289,21.1,34.29,22.4794,41.8075,19.29,40.2,-0.166667,90.8333,60.1667,-1.48333,37.0144,37.0144,768.567,4.83333
40,48.3714,8.37143,33.2615,-6.73852,35,-5,40,0,0,20.1,35,16.6,40.03,20.39,37.2,19.2,33.59,18.2,48.9,-0.95,68.35,21.1,34.4333,22.4725,41.9,19.29,40.29,-0.2,91,60,-1.5,47.3567,47.3567,768.6,5
90,74.5,-15.5,33.5798,-56.4202,70,-20,58,-32,0,20.1,35.1333,16.5667,40.09,20.39,37.2,19.26,33.6633,18.218,48.8,-0.9375,68.5325,21.1,34.6333,22.445,42.095,19.29,40.29,-0.166667,90.8333,60.1667,-1.5,36.1022,36.1022,768.667,4.83333
40,53.2048,13.2048,64.0581,24.0581,25,-15,44,4,10,20.1,35.6567,16.5,40.1633,20.39,37.2,19.26,33.5267,18.3567,47.8467,-0.95,68.75,21.0667,33.9667,22.4267,41.5611,19.29,40.26,-0.133333,90.6667,60.3333,-1.5,44.0949,44.0949,768.733,4.66667
40,41.6429,1.64286,49.518,9.51799,40,0,44,4,0,20.1,35.93,16.5,40.36,20.3233,37.1267,19.2,33.4,18.39,47.132,-0.835714,69.0579,20.9267,33.2267,22.3344,40.7311,19.29,40.2,-0.1,90.5,60.5,-1.5,14.5516,14.5516,768.8,4.5
30,71.9762,41.9762,51.4505,21.4505,30,0,40,10,0,20.1,35.66,16.5,40.1667,20.3567,37,19.2,33.06,18.4633,46.6333,-0.78,69.152,20.89,32.46,22.275,39.8817,19.29,40.2,-0.0666667,90.3333,60.6667,-1.5,48.4848,48.4848,768.867,4.33333
30,33.3095,3.30952,56.3284,26.3284,30,0,114,84,0,20.0333,35.1933,16.5,39.5267,20.29,36.9333,19.2,32.9333,18.5,46.09,-0.681818,69.3718,20.865,31.87,22.215,39.2925,19.29,40.1267,-0.0333333,90.1667,60.8333,-1.5,4.91308,4.91308,768.933,4.16667
30,88.2333,58.2333,58.7087,28.7087,30,0,46,16,0,20,34.95,16.5,39.3267,20.29,36.8633,19.1667,32.8633,18.5,45.53,-0.571429,69.4,20.79,31.3,22.2,38.634,19.29,40.09,0,90,61,-1.5,16.2138,16.2138,769,4
80,107.183,27.1833,61.3798,-18.6202,82.5,2.5,120,40,0,20,34.76,16.5,39.06,20.29,36.79,19.1667,32.79,18.4725,45.3,-0.475,69.425,20.7,30.93,22.18,38.436,19.29,39.865,0.2,89.1667,61.3333,-1.41667,6.97806,6.97806,769,4.33333
380,301.917,-78.0833,62.4355,-317.564,366.667,-13.3333,118,-262,0,20,34.6267,16.5,38.9333,20.29,36.56,19.1,32.73,18.3813,45.945,-0.2375,69.2125,20.7,30.6633,22.1533,38.0815,19.29,39.79,0.4,88.3333,61.6667,-1.33333,37.4163,37.4163,769,4.66667
310,281.067,-28.9333,66.8534,-243.147,366.667,56.6667,116,-194,0,20,34.86,16.5333,38.8267,20.23,36.36,19.1,32.59,18.29,46.59,0,69,20.6,30.2933,22.1267,37.727,19.39,39.6933,0.6,87.5,62,-1.25,23.4272,23.4272,769,5
410,289.233,-120.767,68.2339,-341.766,366.667,-43.3333,166,-244,0,20,35,16.6,38.9,20.2,36.1633,19.1,32.6633,18.29,46.6633,0.05,69,20.6,30.1,22.1,37.3725,19.39,39.2267,0.8,86.6667,62.3333,-1.16667,4.98724,4.98724,769,5.33333
190,190.289,0.289286,65.5186,-124.481,160,-30,144,-46,0,20,34.79,16.73,38.7233,20.2,36.09,19.2,33.03,18.29,46.9333,0.333333,68.29,20.5667,29.8567,22.0333,37.1567,19.39,39.0267,1,85.8333,62.6667,-1.08333,41.9337,41.9337,769,5.66667
130,144.742,14.7417,67.564,-62.436,160,30,130,0,0,20,34.73,16.8567,38.59,20.2,36.09,19.26,33.1633,18.29,47.06,0.533333,67.4967,20.5,29.6633,22,36.8633,19.39,38.7667,1.2,85,63,-1,17.2897,17.2897,769,6
290,181.042,-108.958,66.2571,-223.743,285,-5,180,-110,0,20,34.4667,17.0967,38.1333,20.2,36.0267,19.39,33.09,18.26,47.0267,0.833333,66.3233,20.5,29.4633,22,36.8633,19.4267,38.6,1.36667,84.3333,63.3333,-0.966667,8.89994,8.89994,768.967,6.16667
80,114.143,34.1429,60.7286,-19.2714,93.3333,13.3333,130,50,0,20,34.4,17.6225,37.545,20.2,35.9,19.4633,33.09,18.2,46.9,1.03333,64.7967,20.5,29.3233,22,37,19.5667,38.0667,1.53333,83.6667,63.6667,-0.933333,22.6407,22.6407,768.933,6.33333
100,104.31,4.30952,60.5319,-39.4681,93.3333,-6.66667,134,34,0,20,34.29,18.1933,36.7267,20.2,35.76,19.6333,33,18.2,46.8633,1.32333,62.9267,20.5,29.2,21.89,37.03,19.5,37.4667,1.7,83,64,-0.9,21.96,21.96,768.9,6.5
60,76.5,16.5,59.72,-0.280028,75,15,202,142,0,20,34.23,18.6967,36.1,20.2,35.7,19.76,32.9333,18.2,46.73,1.53,62.2,20.4267,29.0667,21.89,37.09,19.5,37.2667,1.86667,82.3333,64.3333,-0.866667,8.46147,8.46147,768.867,6.66667
280,137.417,-142.583,58.8052,-221.195,285,5,444,164,0,20,34.2667,19.0967,35.6333,20.2,35.3,19.8233,32.9,18.2,46.6633,1.96333,60.2667,20.39,28.8567,21.89,36.99,19.5,37.23,2.03333,81.6667,64.6667,-0.833333,39.2764,39.2764,768.833,6.83333
740,527,-213,70.6728,-669.327,696.667,-43.3333,482,-258,0,20,33.6,19.0667,33.4667,19.9933,34.2267,19.9633,32.7667,18.2,46.53,2.2925,58.395,20.39,28.73,21.8233,36.53,19.5,37.3633,2.2,81,65,-0.8,33.113,33.113,768.8,7
860,719,-141,63.4535,-796.547,696.667,-163.333,458,-402,0,20,32.73,19.3267,33.2667,20.0333,34.6967,20,32.1,18.1667,46.4667,2.63333,56.2667,20.39,28.6667,21.79,35.8633,19.39,37.6567,2.4,80,65,-0.766667,40.2548,40.2548,768.783,6.66667
490,652.2,162.2,75.8044,-414.196,696.667,206.667,252,-238,0,20,33.0633,19.6967,33.09,20.2267,35.4967,20.0333,31.89,18.1,46.2667,2.96333,53.8,20.39,28.5333,21.73,35.39,19.39,37.8633,2.6,79,65,-0.733333,22.8662,22.8662,768.767,6.33333
280,339.429,59.4286,91.5947,-188.405,280,0,374,94,0,20.1,33.5967,20.03,33.2233,20.6333,36.1933,20.1,31.9633,18.1,46.045,3.29667,53.3267,20.39,28.5,21.7,34.99,19.39,38.0967,2.8,78,65,-0.7,31.031,31.031,768.75,6
280,220.75,-59.25,119.269,-160.731,176.667,-103.333,212,-68,10,20.1,33.8633,20.2633,33.2,20.8267,36.5267,20.1333,32.09,18.1,45.6633,3.53,51,20.39,28.4267,21.7,34.73,19.39,38.3633,3,77,65,-0.666667,19.1251,19.1251,768.733,5.66667
260,242.995,-17.0048,108.115,-151.885,280,20,290,30,0,20.2,34.1333,20.4633,33.1267,21.1633,36.6267,20.2,32.09,18.1,45.4633,3.59,49.6667,20.4267,28.4267,21.7,34.5267,19.39,38.53,3.2,76,65,-0.633333,44.3198,44.3198,768.717,5.33333
250,233.11,-16.8905,119.868,-130.132,193.333,-56.6667,288,38,0,20.26,34.4667,20.73,33.09,21.4967,36.8333,20.2,32.3267,18.1,45.26,3.82667,49.5333,20.5,28.3925,21.6333,34.2667,19.39,38.6633,3.4,75,65,-0.6,31.0816,31.0816,768.7,5
220,220.244,0.244444,128.199,-91.8014,193.333,-26.6667,134,-86,0,20.29,34.645,20.79,33.1633,21.79,36.8333,20.2,32.4667,18.1,45.0667,3.96667,48.5333,20.5,28.23,21.6,33.9667,19.39,38.7,3.4,75.5,57.5,-0.533333,47.793,47.793,768.683,5.16667
110,169.211,59.2111,131.406,21.4056,193.333,83.3333,136,26,0,20.39,34.7,20.89,33.2,21.93,36.7,20.23,32.7667,18.1,44.93,4.19333,47.9,20.6,28.1667,21.6,33.8267,19.39,38.7675,3.4,76,50,-0.466667,30.0258,30.0258,768.667,5.33333
310,223.652,-86.3476,147.924,-162.076,280,-30,248,-62,0,20.4633,35.76,20.9633,33.2,22,36.6267,20.29,32.9667,18.1,44.79,4.52667,45.6267,20.6667,28.1,21.6,33.9,19.39,38.79,3.4,76.5,42.5,-0.4,26.8938,26.8938,768.65,5.5
